Piyush Chawla,6
Quinton de Kock,6
Glenn Maxwell,6
Kedar Jadhav,6
Abhishek Jhunjhunwala,7
CM Gautam,7
Misbah0ul0Haq,7
Ryan Harris,7
Nitin Saini,7
Biplap Samantray,7
MF Maharoof,7
Dhawal Kulkarni,7
Roelof van der Merwe,7
Marcus Stoinis,7
Ashish Reddy,7
Shane Warne,7
Bipul Sharma,7
Pawan Negi,7
Manpreet Juneja,7
Abhishek Raut,7
Paul Collingwood,7
Adam Voges,7
Srikkanth Anirudha,7
Pinal Shah,7
Shaun Pollock,7
David Wiese,7
Zaheer Khan,7
Daniel Vettori,7
Ajit Agarkar,7
Chris Lynn,7
Andrew McDonald,7
NK Patel,7
Rob Quiney,7
Jos Buttler,7
Kane Williamson,7
Rishabh Pant,7
Michael Clarke,7
Aiden Blizzard,7
W Jaffer,7
Chris Morris,7
Stephen Fleming,7
Mitchell Johnson,7
Davy Jacobs,7
Hardik Pandya,7
Marlon Samuels,7
Ricky Ponting,7
Kamran Akmal,7
Callum Ferguson,7
Dishant Yagnik,7
Paras Dogra,7
Bhuvneshwar Kumar,7
Mitchell Starc,7
S Vidyut,7
Dale Steyn,7
Michael Lumb,7
Simon Katich,7
Mitchell Marsh,7
Mohnish Mishra,7
Sachin Baby,7
Ryan McLaren,7
Yogesh Takawale,7
Daniel Harris,7
Jacob Oram,7
Krunal Pandya,7
Nitish Rana,7
Siddharth Chitnis,7
Salman Butt,7
Brett Lee,7
Sarfaraz Khan,7
Murali Kartik,7
Scott Styris,7
Usman Khawaja,7
Ben Rohrer,7
Morne Morkel,7
Faiz Fazal,7
Rishi Dhawan,7
Hashim Amla,7
Love Ablish,8
Jaskaran Singh,8
D du Preez,8
Pravin Tambe,8
Sarabjit Ladda,8
C Nanda,8
TP Sudhindra,8
Makhaya Ntini,8
Jasprit Bumrah,8
Raju Bhatkal,8
Suraj Randiv,8
Shahbaz Nadeem,8
Murugan Ashwin,8
Chris Jordan,8
Pat Cummins,8
Dirk Nannes,8
SB Joshi,8
D Kalyankrishna,8
H Das,8
Pradeep Sangwan,8
Karanveer Singh,8
Sudeep Tyagi,8
Jayant Yadav,8
Parvinder Awana,8
SM Harwood,8
T Henderson,8
Kamran Khan,8
Udit Birla,8
Ben Hilfenhaus,8
Shivil Kaushik,8
Ali Murtaza,8
Siddarth Kaul,8
Ankit Rajpoot,8
Chamara Kapugedera,8
Mohammed Shami,8
T Kohli,8
Sachithra Senanayake,8
Glenn McGrath,8
Ishwar Pandey,8
Pankaj Singh,8
Amit Uniyal,8
Jaydev Unadkat,8
Pragyan Ojha,8
Shane Bond,8
Akshdeep Nath,8
Matthew Wade,8
Tim Paine,8
Peter Handscomb,8
Nayan Doshi,8
RS Gavaskar,8
Shanthakumaran Sreesanth,8
T Thushara,8
Adam Zampa,8
Imran Tahir,8
Ryan Ninan,8
Andre Nel,8
Ajit Chandila,8
Sandeep Sharma,8
Clint McKay,8
Beuran Hendricks,8
Shreyas Gopal,8
U Kaul,8
Ben Laughlin,8
Ashok Dinda,8
Sunny Gupta,8
KP Appanna,8
Younis Khan,8
Mohammad Ashraful,8
Shrikant Wagh,8
Muttiah Muralitharan,8
Mohammad Asif,8
YA Abdulla,8
Abdur Razzak,8
Tanmay Srivastava,8
Marchant de Lange,8
C Ganapathy,8
Shoaib Akhtar,8
Parthiv Patel,9
Shaun Marsh,9
Michael Hussey,9
Manish Pandey,9
Adam Gilchrist,9
JP Duminy,9
Suresh Raina,10
Rohit Sharma,10
Virat Kohli,10
Gautam Gambhir,10
James Faulkner,11
Corey Anderson,11
Deepak Hooda,11
Rajat Bhatia,11
Ravichandran Ashwin,11
Andre Russell,11
Cheteshwar Pujara,11
Yogesh Nagar,11
SA Asnodkar,11
Aditya Tare,11
Gurkeerat Mann Singh,11
K Goel,11
Mark Boucher,11
Darren Sammy,11
VVS Laxman,11
Dwaraka Ravi Teja,11
Shakib Al Hasan,11
Mohammad Kaif,11
Ashok Menaria,11
Unmukt Chand,11
Suryakumar Yadav,11
Rajagopal Sathish,11
Azhar Mahmood,11
Karn Sharma,11
Bharat Chipli,11
Dan Christian,11
Axar Patel,11
Shreyas Iyer,11
Shreevats Goswami,11
Amit Mishra,11
Johan Botha,11
Ryan ten Doeschate,11
Laxmi Ratan Shukla,11
Sunny Sohal,11
Debabrata Das,11
James Franklin,11
Praveen Kumar,11
James Hopes,11
Owais Shah,11
Luke Pomersbach,11
